event_name,event_date,location,bout,fighter_a,fighter_b,winner,outcome_a,outcome_b,weight_class,method,finish_round,finish_time,time_format,referee,fight_url
UFC Live: Kongo vs Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",Daniel Roberts vs. Rich Attonito,Daniel Roberts,Rich Attonito,Rich Attonito,L,W,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/6cc8c21becd17ffa
UFC Live: Kongo vs Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",Joe Lauzon vs. Curt Warburton,Joe Lauzon,Curt Warburton,Joe Lauzon,W,L,Lightweight Bout,Submission,1,1:58,3 Rnd (5-5-5),Chip Snider,http://ufcstats.com/fight-details/6b3038fe26a57b80
UFC Live: Kongo vs Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",Nik Lentz vs. Charles Oliveira,Nik Lentz,Charles Oliveira,,NC,NC,Lightweight Bout,Overturned,2,1:48,3 Rnd (5-5-5),Chip Snider,http://ufcstats.com/fight-details/91daeeeea0a83e49
UFC Live: Kongo vs Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",Ricardo Lamas vs. Matt Grice,Ricardo Lamas,Matt Grice,Ricardo Lamas,W,L,Featherweight Bout,KO/TKO,1,4:41,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/16da233dcf7fecc8
UFC Live: Kongo vs Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",Michael Johnson vs. Edward Faaloloto,Michael Johnson,Edward Faaloloto,Michael Johnson,W,L,Lightweight Bout,KO/TKO,1,4:42,3 Rnd (5-5-5),Mark Matheny,http://ufcstats.com/fight-details/daa06084bcc66645
UFC Live: Kongo vs Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",Joe Stevenson vs. Javier Vazquez,Joe Stevenson,Javier Vazquez,Javier Vazquez,L,W,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/4289bcb551b07bc1
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Dominick Cruz vs. Urijah Faber,Dominick Cruz,Urijah Faber,Dominick Cruz,W,L,UFC Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/8f4a445ccb548f15
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Wanderlei Silva vs. Chris Leben,Wanderlei Silva,Chris Leben,Chris Leben,L,W,Middleweight Bout,KO/TKO,1,0:27,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/50ebe7915d9f0cab
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Dennis Siver vs. Matt Wiman,Dennis Siver,Matt Wiman,Dennis Siver,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/be79dafe6c0b7671
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Tito Ortiz vs. Ryan Bader,Tito Ortiz,Ryan Bader,Tito Ortiz,W,L,Light Heavyweight Bout,Submission,1,1:56,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/34c6c06ba60a9ade
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Carlos Condit vs. Dong Hyun Kim,Carlos Condit,Dong Hyun Kim,Carlos Condit,W,L,Welterweight Bout,KO/TKO,1,2:58,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/d5d6ae85ebcfd160
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",George Sotiropoulos vs. Rafael Dos Anjos,George Sotiropoulos,Rafael Dos Anjos,Rafael Dos Anjos,L,W,Lightweight Bout,KO/TKO,1,0:59,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/65171ae917df102f
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Brian Bowles vs. Takeya Mizugaki,Brian Bowles,Takeya Mizugaki,Brian Bowles,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/a0d1be5413e301dd
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Brad Tavares vs. Aaron Simpson,Brad Tavares,Aaron Simpson,Aaron Simpson,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/ec20620c294a49a4
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Anthony Njokuani vs. Andre Winner,Anthony Njokuani,Andre Winner,Anthony Njokuani,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/d8287db48ec356df
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Jeff Hougland vs. Donny Walker,Jeff Hougland,Donny Walker,Jeff Hougland,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/29a1ed2c88c34fe0
UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",Melvin Guillard vs. Shane Roller,Melvin Guillard,Shane Roller,Melvin Guillard,W,L,Lightweight Bout,KO/TKO,1,2:12,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/137d7dea41cacdc6
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Jorge Rivera vs. Constantinos Philippou,Jorge Rivera,Constantinos Philippou,Constantinos Philippou,L,W,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/04df2fbb108b23c1
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Rashad Evans vs. Tito Ortiz,Rashad Evans,Tito Ortiz,Rashad Evans,W,L,Light Heavyweight Bout,KO/TKO,2,4:48,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/68ac97071275099f
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Vitor Belfort vs. Yoshihiro Akiyama,Vitor Belfort,Yoshihiro Akiyama,Vitor Belfort,W,L,Middleweight Bout,KO/TKO,1,1:52,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/eb3093e235f048c8
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Dennis Hallman vs. Brian Ebersole,Dennis Hallman,Brian Ebersole,Brian Ebersole,L,W,Welterweight Bout,KO/TKO,1,4:28,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/27593cd1cda3cc2f
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Rory MacDonald vs. Mike Pyle,Rory MacDonald,Mike Pyle,Rory MacDonald,W,L,Welterweight Bout,KO/TKO,1,3:54,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/c299ca1bc07857d5
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Rafael Natal vs. Paul Bradley,Rafael Natal,Paul Bradley,Rafael Natal,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/ba2f30fb7143a6b1
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Chad Mendes vs. Rani Yahya,Chad Mendes,Rani Yahya,Chad Mendes,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/e516a0e035fd57f7
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Ivan Menjivar vs. Nick Pace,Ivan Menjivar,Nick Pace,Ivan Menjivar,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/de41ca23c9a13bfb
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Johny Hendricks vs. Mike Pierce,Johny Hendricks,Mike Pierce,Johny Hendricks,W,L,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/87cc38e9d565f819
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Mike Brown vs. Nam Phan,Mike Brown,Nam Phan,Mike Brown,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/9468f58f8abf78df
UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",Matt Hamill vs. Alexander Gustafsson,Matt Hamill,Alexander Gustafsson,Alexander Gustafsson,L,W,Light Heavyweight Bout,KO/TKO,2,3:34,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/48ac0e2cf3681cca
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Amir Sadollah vs. Duane Ludwig,Amir Sadollah,Duane Ludwig,Duane Ludwig,L,W,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rob Hinds,http://ufcstats.com/fight-details/09c1d4c96efd0545
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Dan Hardy vs. Chris Lytle,Dan Hardy,Chris Lytle,Chris Lytle,L,W,Welterweight Bout,Submission,3,4:16,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/aa4aa75f0065a687
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Jim Miller vs. Benson Henderson,Jim Miller,Benson Henderson,Benson Henderson,L,W,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/5169aaf0ce80d1f8
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Donald Cerrone vs. Charles Oliveira,Donald Cerrone,Charles Oliveira,Donald Cerrone,W,L,Lightweight Bout,KO/TKO,1,3:01,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/295c2e1ae2d54287
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Joseph Benavidez vs. Eddie Wineland,Joseph Benavidez,Eddie Wineland,Joseph Benavidez,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/0fd5485e64712df9
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",CB Dollaway vs. Jared Hamman,CB Dollaway,Jared Hamman,Jared Hamman,L,W,Middleweight Bout,KO/TKO,2,3:38,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/74773b56e0b31c6b
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Edwin Figueroa vs. Jason Reinhardt,Edwin Figueroa,Jason Reinhardt,Edwin Figueroa,W,L,Bantamweight Bout,KO/TKO,2,0:50,3 Rnd (5-5-5),Rob Hinds,http://ufcstats.com/fight-details/096d656048f85b18
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Ronny Markes vs. Karlos Vemola,Ronny Markes,Karlos Vemola,Ronny Markes,W,L,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rob Hinds,http://ufcstats.com/fight-details/a39286bf0a443ff0
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Jimy Hettes vs. Alex Caceres,Jimy Hettes,Alex Caceres,Jimy Hettes,W,L,Featherweight Bout,Submission,2,3:12,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/345f0bd50451a321
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Cole Miller vs. TJ O'Brien,Cole Miller,TJ O'Brien,Cole Miller,W,L,Lightweight Bout,Submission,2,2:38,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/475c55534f9e08ee
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Jacob Volkmann vs. Danny Castillo,Jacob Volkmann,Danny Castillo,Jacob Volkmann,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/03938272fb7c3971
UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",Ed Herman vs. Kyle Noke,Ed Herman,Kyle Noke,Ed Herman,W,L,Middleweight Bout,Submission,1,4:15,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/23243c27deb4d596
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Mauricio Rua vs. Forrest Griffin,Mauricio Rua,Forrest Griffin,Mauricio Rua,W,L,Light Heavyweight Bout,KO/TKO,1,1:53,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e7da014d4dfc5bf3
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Antonio Rodrigo Nogueira vs. Brendan Schaub,Antonio Rodrigo Nogueira,Brendan Schaub,Antonio Rodrigo Nogueira,W,L,Heavyweight Bout,KO/TKO,1,3:09,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/c8fbe7ade97e2055
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Luiz Cane vs. Stanislav Nedkov,Luiz Cane,Stanislav Nedkov,Stanislav Nedkov,L,W,Light Heavyweight Bout,KO/TKO,1,4:13,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/8782dca7c99717a6
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Thiago Tavares vs. Spencer Fisher,Thiago Tavares,Spencer Fisher,Thiago Tavares,W,L,Lightweight Bout,KO/TKO,2,2:51,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/6265ffd51a18ff21
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Anderson Silva vs. Yushin Okami,Anderson Silva,Yushin Okami,Anderson Silva,W,L,UFC Middleweight Title Bout,KO/TKO,2,2:04,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/89cc8f4a69e9ea0e
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Paulo Thiago vs. David Mitchell,Paulo Thiago,David Mitchell,Paulo Thiago,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/8938fad6ec08499d
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Rousimar Palhares vs. Dan Miller,Rousimar Palhares,Dan Miller,Rousimar Palhares,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/15b62b191eb6dacf
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Yves Jabouin vs. Ian Loveland,Yves Jabouin,Ian Loveland,Yves Jabouin,W,L,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/1fb62d8192128dc1
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Iuri Alcantara vs. Felipe Arantes,Iuri Alcantara,Felipe Arantes,Iuri Alcantara,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/7036a87673c98a13
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Ross Pearson vs. Edson Barboza,Ross Pearson,Edson Barboza,Edson Barboza,L,W,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/fa3294fe655440dd
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Erick Silva vs. Luis Ramos,Erick Silva,Luis Ramos,Erick Silva,W,L,Welterweight Bout,KO/TKO,1,0:40,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/9d379b41d86d7c7f
UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Raphael Assuncao vs. Johnny Eduardo,Raphael Assuncao,Johnny Eduardo,Raphael Assuncao,W,L,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7b1d63d0e3e12804
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Justin Edwards vs. Jorge Lopez,Justin Edwards,Jorge Lopez,Justin Edwards,W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/1f70cf05ec46f065
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Robert Peralta vs. Mike Lullo,Robert Peralta,Mike Lullo,Robert Peralta,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Myron Gaudet,http://ufcstats.com/fight-details/0f5f1f5828ebd9c5
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",TJ Waldburger vs. Mike Stumpf,TJ Waldburger,Mike Stumpf,TJ Waldburger,W,L,Welterweight Bout,Submission,1,3:52,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/11141cf97c6156b6
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Ken Stone vs. Donny Walker,Ken Stone,Donny Walker,Ken Stone,W,L,Bantamweight Bout,Submission,1,2:40,3 Rnd (5-5-5),Myron Gaudet,http://ufcstats.com/fight-details/35cfe0b894b93332
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Matthew Riddle vs. Lance Benoist,Matthew Riddle,Lance Benoist,Lance Benoist,L,W,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/558b54d28a662cca
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Evan Dunham vs. Shamar Bailey,Evan Dunham,Shamar Bailey,Evan Dunham,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/fdc82a98c68588c4
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Cody McKenzie vs. Vagner Rocha,Cody McKenzie,Vagner Rocha,Vagner Rocha,L,W,Lightweight Bout,Submission,2,3:49,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/5dc4552c9288441a
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Alan Belcher vs. Jason MacDonald,Alan Belcher,Jason MacDonald,Alan Belcher,W,L,Middleweight Bout,KO/TKO,1,3:48,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/a7fca585b4fd4255
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Jonathan Brookins vs. Erik Koch,Jonathan Brookins,Erik Koch,Erik Koch,L,W,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Myron Gaudet,http://ufcstats.com/fight-details/b4daedb1e0c4ee02
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Court McGee vs. Dongi Yang,Court McGee,Dongi Yang,Court McGee,W,L,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/032a61c6f9439b1d
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Jake Shields vs. Jake Ellenberger,Jake Shields,Jake Ellenberger,Jake Ellenberger,L,W,Welterweight Bout,KO/TKO,1,0:53,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/1fa175b6a35e95e2
UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",Clay Harvison vs. Seth Baczynski,Clay Harvison,Seth Baczynski,Seth Baczynski,L,W,Welterweight Bout,Submission,2,1:12,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/be5cdd4872fbd0b7
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",Ben Rothwell vs. Mark Hunt,Ben Rothwell,Mark Hunt,Mark Hunt,L,W,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Adam Martinez,http://ufcstats.com/fight-details/cca58aece2816dd1
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",Jon Jones vs. Quinton Jackson,Jon Jones,Quinton Jackson,Jon Jones,W,L,UFC Light Heavyweight Title Bout,Submission,4,1:14,5 Rnd (5-5-5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/181ce41897b37352
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",Matt Hughes vs. Josh Koscheck,Matt Hughes,Josh Koscheck,Josh Koscheck,L,W,Welterweight Bout,KO/TKO,1,4:59,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/8133b11f2b7ad634
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",Travis Browne vs. Rob Broughton,Travis Browne,Rob Broughton,Travis Browne,W,L,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/9cb967c62498ff02
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",Junior Assuncao vs. Eddie Yagin,Junior Assuncao,Eddie Yagin,Junior Assuncao,W,L,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/d7d7c9ce3d812eca
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",Tony Ferguson vs. Aaron Riley,Tony Ferguson,Aaron Riley,Tony Ferguson,W,L,Lightweight Bout,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Tom Johnson,http://ufcstats.com/fight-details/3f7c7917a57d2782
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",James Te Huna vs. Ricardo Romero,James Te Huna,Ricardo Romero,James Te Huna,W,L,Light Heavyweight Bout,KO/TKO,1,0:47,3 Rnd (5-5-5),Tim Mills,http://ufcstats.com/fight-details/38591fb67eb2a6c3
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",Nate Diaz vs. Takanori Gomi,Nate Diaz,Takanori Gomi,Nate Diaz,W,L,Lightweight Bout,Submission,1,4:27,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/fde66b153c65e25d
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",Nick Ring vs. Tim Boetsch,Nick Ring,Tim Boetsch,Tim Boetsch,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/8af87933e6409e24
UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",Takeya Mizugaki vs. Cole Escovedo,Takeya Mizugaki,Cole Escovedo,Takeya Mizugaki,W,L,Bantamweight Bout,KO/TKO,2,4:30,3 Rnd (5-5-5),Adam Martinez,http://ufcstats.com/fight-details/eb5b6287ba73640d
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Dominick Cruz vs. Demetrious Johnson,Dominick Cruz,Demetrious Johnson,Dominick Cruz,W,L,UFC Bantamweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/e2433610f128d963
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Pat Barry vs. Stefan Struve,Pat Barry,Stefan Struve,Stefan Struve,L,W,Heavyweight Bout,Submission,2,3:22,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/008d1123cc90f003
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Matt Wiman vs. Mac Danzig,Matt Wiman,Mac Danzig,Matt Wiman,W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Yamasaki,http://ufcstats.com/fight-details/3542b1fd47163fcd
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Yves Edwards vs. Rafaello Oliveira,Yves Edwards,Rafaello Oliveira,Yves Edwards,W,L,Lightweight Bout,KO/TKO,2,2:44,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/765a1fde5ee12784
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Anthony Johnson vs. Charlie Brenneman,Anthony Johnson,Charlie Brenneman,Anthony Johnson,W,L,Welterweight Bout,KO/TKO,1,2:49,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/f914dd2414f9a0ae
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Mike Easton vs. Byron Bloodworth,Mike Easton,Byron Bloodworth,Mike Easton,W,L,Bantamweight Bout,KO/TKO,2,4:52,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/d7f151f529543431
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Shane Roller vs. TJ Grant,Shane Roller,TJ Grant,TJ Grant,L,W,Lightweight Bout,Submission,3,2:12,3 Rnd (5-5-5),Fernando Yamasaki,http://ufcstats.com/fight-details/cdedc8f026307dd7
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Josh Neer vs. Keith Wisniewski,Josh Neer,Keith Wisniewski,Josh Neer,W,L,Welterweight Bout,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/425e856cac6f521b
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Walel Watson vs. Joseph Sandoval,Walel Watson,Joseph Sandoval,Walel Watson,W,L,Bantamweight Bout,KO/TKO,1,1:17,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/8bd1f8cb9aa06dcf
UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",Michael Johnson vs. Paul Sass,Michael Johnson,Paul Sass,Paul Sass,L,W,Lightweight Bout,Submission,1,3:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/6aa873e65d880322
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Leonard Garcia vs. Nam Phan,Leonard Garcia,Nam Phan,Nam Phan,L,W,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/80538f958af30aa0
UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",Frankie Edgar vs. Gray Maynard,Frankie Edgar,Gray Maynard,Frankie Edgar,W,L,UFC Lightweight Title Bout,KO/TKO,4,3:54,5 Rnd (5-5-5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/8a660069ae42edc2
