fighter,event_date,opp_elo_mean,opp_elo_mean_wins,opp_elo_mean_losses,wins_vs_top,losses_vs_top,losses_vs_bottom,bad_loss_ratio
Karl Roberson,2021-04-24,1521.1989321728925,1504.2616249882433,1543.7820084190907,0,0,0,0.0
Karl Roberson,2022-03-12,1524.9438140777133,1504.2616249882433,1545.626003167183,0,0,0,0.0
Karl Roberson,2022-07-09,1521.0957250481376,1504.2616249882433,1534.5630050960526,0,0,0,0.0
Karl Williams,2023-03-11,,,,0,0,0,0.0
Karl Williams,2023-05-13,1500.0,1500.0,,0,0,0,0.0
Karl Williams,2024-03-23,1479.83095588899,1479.83095588899,,0,0,0,0.0
Karl Williams,2024-08-10,1487.1934723506226,1487.1934723506226,,0,0,0,0.0
Karlos Vemola,2010-07-03,,,,0,0,0,0.0
Karlos Vemola,2010-11-13,1500.0,,1500.0,0,0,0,0.0
Karlos Vemola,2011-08-14,1500.0,1500.0,1500.0,0,0,0,0.0
Karlos Vemola,2012-05-05,1500.0,1500.0,1500.0,0,0,0,0.0
Karlos Vemola,2012-07-11,1495.1335247168208,1490.2670494336417,1500.0,0,0,0,0.0
Karlos Vemola,2013-06-08,1499.4120909036046,1490.2670494336417,1505.5087852169133,0,0,0,0.0
Karo Parisyan,2003-09-26,,,,0,0,0,0.0
Karo Parisyan,2004-01-31,1500.0,1500.0,,0,0,0,0.0
Karo Parisyan,2004-08-21,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2005-02-05,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2005-06-04,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2006-04-15,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2006-08-17,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2006-12-13,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2007-05-26,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2007-11-17,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2008-04-02,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2009-01-31,1500.0,1500.0,1500.0,0,0,0,0.0
Karo Parisyan,2010-11-20,1500.0,1500.0,1500.0,0,0,0,0.0
Karol Rosa,2019-08-31,,,,0,0,0,0.0
Karol Rosa,2020-07-11,1500.0,1500.0,,0,0,0,0.0
Karol Rosa,2021-02-06,1492.07833607749,1492.07833607749,,0,0,0,0.0
Karol Rosa,2021-10-02,1494.7188907183265,1494.7188907183265,,0,0,0,0.0
Karol Rosa,2022-03-26,1498.2174721155259,1498.2174721155259,,0,0,0,0.0
Karol Rosa,2022-10-22,1500.4279545301422,1498.2174721155259,1509.2698841886079,0,0,0,0.0
Karol Rosa,2023-04-22,1499.8849513913756,1498.007964831929,1509.2698841886079,0,0,0,0.0
Karol Rosa,2023-07-01,1501.734826236401,1498.007964831929,1511.0519797475804,0,0,0,0.0
Karol Rosa,2023-12-16,1502.7189800979215,1499.9413135480352,1511.0519797475804,0,0,0,0.0
Karol Rosa,2024-08-10,1505.9912771837417,1499.9413135480352,1518.0912044551549,0,0,0,0.0
Karol Rosa,2025-01-18,1506.1270243093393,1500.999518532561,1518.0912044551549,0,0,0,0.0
Karol Rosa,2025-08-02,1507.5039696287706,1500.999518532561,1518.8867590471368,0,0,0,0.0
Karol Rosa,2026-06-20,1508.7137722201987,1503.6272788067297,1518.8867590471368,0,0,0,0.0
Karolina Kowalkiewicz,2015-12-19,,,,0,0,0,0.0
Karolina Kowalkiewicz,2016-05-08,1486.4,1486.4,,0,0,0,0.0
Karolina Kowalkiewicz,2016-07-30,1493.2,1493.2,,0,0,0,0.0
Karolina Kowalkiewicz,2016-11-12,1501.834658363238,1501.834658363238,,0,0,0,0.0
Karolina Kowalkiewicz,2017-06-03,1518.3018391153548,1501.834658363238,1567.7033813717055,0,0,0,0.0
Karolina Kowalkiewicz,2017-10-21,1515.7451251245848,1501.834658363238,1536.6108252666052,0,0,0,0.0
Karolina Kowalkiewicz,2018-04-07,1513.1209376038205,1501.3759937724285,1536.6108252666052,0,0,0,0.0
Karolina Kowalkiewicz,2018-09-08,1517.5366063997135,1509.906918852957,1536.6108252666052,0,0,0,0.0
Karolina Kowalkiewicz,2019-03-30,1519.7544756949515,1509.906918852957,1536.167070431609,0,0,0,0.0
Karolina Kowalkiewicz,2019-06-08,1519.4030034453556,1509.906918852957,1531.2731091858536,0,0,0,0.0
Karolina Kowalkiewicz,2020-02-22,1518.7248495719825,1509.906918852957,1527.5427802910078,0,0,0,0.0
Karolina Kowalkiewicz,2021-08-07,1520.7190278194532,1509.906918852957,1529.7291186248665,0,0,0,0.0
Karolina Kowalkiewicz,2022-06-04,1517.878810531425,1509.906918852957,1523.5730188731873,0,0,0,0.0
Karolina Kowalkiewicz,2022-11-12,1518.4883157935244,1512.5561622005837,1523.5730188731873,0,0,0,0.0
Karolina Kowalkiewicz,2023-05-20,1514.3884063242674,1505.2037937753469,1523.5730188731873,0,0,0,0.0
Karolina Kowalkiewicz,2023-10-07,1514.3741679992027,1506.3251734844657,1523.5730188731873,0,0,0,0.0
Karolina Kowalkiewicz,2024-05-04,1511.7912816737662,1502.6277082964382,1523.5730188731873,0,0,0,0.0
Karolina Kowalkiewicz,2024-11-09,1511.0164015435203,1502.6277082964382,1520.4536814464873,0,0,0,0.0
Karolina Kowalkiewicz,2025-10-11,1510.6996793632939,1502.6277082964382,1518.7716504301488,0,0,0,0.0
Katlyn Cerminara,2016-07-13,,,,0,0,0,0.0
Katlyn Cerminara,2016-11-12,1472.1490984144616,1472.1490984144616,,0,0,0,0.0
Katlyn Cerminara,2017-04-08,1472.7151371385444,1472.1490984144616,1473.2811758626274,0,0,1,0.5
Katlyn Cerminara,2018-01-27,1481.8100914256963,1486.0745492072308,1473.2811758626274,0,0,1,0.5
Katlyn Cerminara,2018-07-28,1486.3575685692722,1490.716366138154,1473.2811758626274,0,0,1,0.5
Katlyn Cerminara,2018-12-08,1494.5628696274916,1499.8832930687079,1473.2811758626274,0,0,1,0.5
Katlyn Cerminara,2019-06-08,1491.6423464343854,1499.8832930687079,1475.1604531657415,0,0,1,0.3333333333333333
Katlyn Cerminara,2019-11-02,1494.4566173540738,1502.175083029407,1475.1604531657415,0,0,1,0.3333333333333333
Katlyn Cerminara,2020-02-08,1495.1563010026416,1501.8215836149418,1475.1604531657415,0,0,1,0.3333333333333333
Katlyn Cerminara,2020-05-30,1501.77831289927,1501.8215836149418,1501.6917714679269,0,0,1,0.25
Katlyn Cerminara,2020-10-17,1501.866067020766,1501.94076511484,1501.6917714679269,0,0,1,0.25
Katlyn Cerminara,2020-11-21,1506.3327222506748,1501.94076511484,1514.018647238386,0,0,1,0.2
Katlyn Cerminara,2021-05-15,1510.488979747428,1508.7241460019488,1514.018647238386,0,0,1,0.2
Katlyn Cerminara,2022-01-15,1512.0317433800378,1511.1486749985497,1514.018647238386,0,0,1,0.2
Katlyn Cerminara,2022-05-14,1511.7271577294227,1510.8105619258372,1514.018647238386,0,0,1,0.2
Katlyn Cerminara,2022-10-22,1514.0862356128807,1514.1108132036059,1514.018647238386,0,0,1,0.2
Katlyn Cerminara,2024-03-09,1516.1692853876173,1514.1108132036059,1520.6979241924423,0,0,1,0.16666666666666666
Katsuhisa Fujii,1999-11-19,,,,0,0,0,0.0
Katsuhisa Fujii,1999-11-19,1500.0,1500.0,,0,0,0,0.0
Katsunori Kikuno,2014-01-04,,,,0,0,0,0.0
Katsunori Kikuno,2014-05-24,1500.0,1500.0,,0,0,0,0.0
Katsunori Kikuno,2014-09-20,1514.504367125695,1500.0,1529.0087342513896,0,0,0,0.0
Katsunori Kikuno,2015-03-21,1505.6655246414841,1493.9939198365314,1529.0087342513896,0,0,0,0.0
Katsunori Kikuno,2015-09-26,1507.7829144712616,1493.9939198365314,1521.5719091059918,0,0,0,0.0
Kaue Fernandes,2023-11-04,,,,0,0,0,0.0
Kaue Fernandes,2024-08-03,1511.050675012045,,1511.050675012045,0,0,0,0.0
Kaue Fernandes,2025-03-22,1505.5253375060224,1500.0,1511.050675012045,0,0,0,0.0
Kaue Fernandes,2025-09-06,1498.9801421569603,1492.944875729418,1511.050675012045,0,0,0,0.0
Kay Hansen,2020-06-27,,,,0,0,0,0.0
Kay Hansen,2020-11-14,1500.0,1500.0,,0,0,0,0.0
Kay Hansen,2022-01-22,1500.0,1500.0,1500.0,0,0,0,0.0
Kay Hansen,2022-04-09,1500.0,1500.0,1500.0,0,0,0,0.0
Kayla Harrison,2024-04-13,,,,0,0,0,0.0
Kayla Harrison,2024-10-05,1523.4206304361899,1523.4206304361899,,0,0,0,0.0
Kayla Harrison,2025-06-07,1529.7755041961354,1529.7755041961354,,0,0,0,0.0
Kaynan Kruschewsky,2023-11-04,,,,0,0,0,0.0
Kaynan Kruschewsky,2024-07-20,1514.5434596078912,,1514.5434596078912,0,0,0,0.0
Kazuhiro Nakamura,2007-09-22,,,,0,0,0,0.0
Kazuhiro Nakamura,2008-05-24,1500.0,,1500.0,0,0,0,0.0
Kazuki Tokudome,2013-03-02,,,,0,0,0,0.0
Kazuki Tokudome,2013-07-06,1481.6,1481.6,,0,0,0,0.0
Kazuki Tokudome,2014-03-01,1490.8,1481.6,1500.0,0,0,0,0.0
Kazuki Tokudome,2014-09-20,1493.8666666666668,1481.6,1500.0,0,0,0,0.0
Kazula Vargas,2019-08-10,,,,0,0,0,0.0
Kazula Vargas,2020-02-15,1500.0,,1500.0,0,0,0,0.0
Kazula Vargas,2021-04-24,1500.0,,1500.0,0,0,0,0.0
Kazula Vargas,2022-03-19,1500.0,1500.0,1500.0,0,0,0,0.0
Keigo Kunihara,2005-10-07,,,,0,0,0,0.0
Keiichiro Nakamura,2026-01-31,,,,0,0,0,0.0
Keiichiro Yamamiya,1999-11-19,,,,0,0,0,0.0
Keita Nakamura,2006-12-13,,,,0,0,0,0.0
Keita Nakamura,2007-04-05,1500.0,,1500.0,0,0,0,0.0
Keita Nakamura,2008-02-02,1500.0,,1500.0,0,0,0,0.0
Keita Nakamura,2015-09-26,1500.0,,1500.0,0,0,0,0.0
Keita Nakamura,2016-02-27,1500.2936071148376,1501.1744284593503,1500.0,0,0,0,0.0
Keita Nakamura,2016-07-13,1503.7694693500348,1501.1744284593503,1504.4182295727057,0,0,0,0.0
Keita Nakamura,2016-10-01,1508.6698469809332,1517.1730817973878,1504.4182295727057,0,0,0,0.0
Keita Nakamura,2017-09-22,1505.5513513892479,1517.1730817973878,1500.9026592259918,0,0,0,0.0
Keita Nakamura,2018-04-21,1508.3566143632418,1520.7798729253245,1500.9026592259918,0,0,0,0.0
Keita Nakamura,2018-12-01,1508.4792237857655,1520.7798729253245,1502.3288992159858,0,0,0,0.0
Keita Nakamura,2019-04-20,1507.6313014071889,1515.5849046939934,1502.3288992159858,0,0,0,0.0
Keith Berish,2014-07-06,,,,0,0,0,0.0
Keith Berish,2016-12-09,1500.0,,,0,0,0,0.0
Keith Jardine,2005-11-05,,,,0,0,0,0.0
Keith Jardine,2006-02-04,1500.0,1500.0,,0,0,0,0.0
Keith Jardine,2006-04-06,1500.0,1500.0,,0,0,0,0.0
Keith Jardine,2006-06-24,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Jardine,2006-12-30,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Jardine,2007-05-26,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Jardine,2007-09-22,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Jardine,2008-05-24,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Jardine,2008-10-18,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Jardine,2009-03-07,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Jardine,2009-08-29,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Jardine,2010-02-20,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Jardine,2010-06-19,1500.0,1500.0,1500.0,0,0,0,0.0
Keith Rockel,2002-01-11,,,,0,0,0,0.0
Keith Rockel,2003-11-21,1500.0,,1500.0,0,0,0,0.0
Keith Wisniewski,2005-11-19,,,,0,0,0,0.0
Keith Wisniewski,2011-10-01,1500.0,,1500.0,0,0,0,0.0
Keith Wisniewski,2012-04-21,1500.0,,1500.0,0,0,0,0.0
Keith Wisniewski,2013-09-04,1500.0,,1500.0,0,0,0,0.0
Kelly Dullanty,2002-03-22,,,,0,0,0,0.0
Kelly Faszholz,2016-02-21,,,,0,0,0,0.0
Kelly Faszholz,2016-10-01,1486.4776969511836,,1486.4776969511836,0,0,0,0.0
Kelvin Gastelum,2013-04-13,,,,0,0,0,0.0
Kelvin Gastelum,2013-08-28,1500.0,1500.0,,0,0,0,0.0
Kelvin Gastelum,2014-03-15,1500.0,1500.0,,0,0,0,0.0
Kelvin Gastelum,2014-06-28,1512.8142633054142,1512.8142633054142,,0,0,0,0.0
Kelvin Gastelum,2014-11-15,1514.248354031379,1514.248354031379,,0,0,0,0.0
Kelvin Gastelum,2015-01-31,1525.6520400875795,1525.6520400875795,,0,0,0,0.0
Kelvin Gastelum,2015-06-13,1525.5842236884737,1525.6520400875795,1525.245141692944,0,0,0,0.0
Kelvin Gastelum,2015-11-21,1520.9951692116977,1520.2868404648232,1525.245141692944,0,0,0,0.0
Kelvin Gastelum,2016-07-09,1524.4672203428713,1520.2868404648232,1537.0083599770153,0,0,0,0.0
Kelvin Gastelum,2016-12-10,1530.3329026128893,1528.4256290802816,1537.0083599770153,0,0,0,0.0
Kelvin Gastelum,2017-03-11,1532.0124121598176,1530.763425205518,1537.0083599770153,0,0,0,0.0
Kelvin Gastelum,2017-07-22,1531.4897654284932,1530.763425205518,1537.0083599770153,0,0,0,0.0
Kelvin Gastelum,2017-11-25,1535.6154205100545,1530.763425205518,1551.6714487870868,0,0,0,0.0
Kelvin Gastelum,2018-05-12,1537.352440760416,1533.8115650454329,1551.6714487870868,0,0,0,0.0
Kelvin Gastelum,2019-04-13,1540.4344056718362,1538.4804034929198,1551.6714487870868,0,0,0,0.0
Kelvin Gastelum,2019-11-02,1541.7439437506537,1538.4804034929198,1553.7729558038397,0,0,0,0.0
Kelvin Gastelum,2020-07-18,1542.5693728284466,1538.4804034929198,1554.0085264421405,0,0,0,0.0
Kelvin Gastelum,2021-02-13,1543.5925782918387,1538.4804034929198,1555.0010829861358,0,0,0,0.0
Kelvin Gastelum,2021-04-17,1541.7206588899512,1535.8820058170058,1555.0010829861358,0,0,0,0.0
Kelvin Gastelum,2021-08-21,1543.5888466850022,1535.8820058170058,1558.1746749875333,0,0,0,0.0
Kelvin Gastelum,2023-04-08,1542.6941571494735,1535.8820058170058,1554.1147226108951,0,0,0,0.0
Kelvin Gastelum,2023-12-02,1542.5782593861743,1536.2468640089376,1554.1147226108951,0,0,0,0.0
Kelvin Gastelum,2024-06-22,1543.9086873323058,1536.2468640089376,1556.085050565359,0,0,0,0.0
Kelvin Gastelum,2025-06-07,1544.6009890263595,1538.0610764925225,1556.085050565359,0,0,0,0.0
Kelvin Gastelum,2025-09-13,1544.3327281741106,1538.0610764925225,1554.2928183660624,0,0,0,0.0
Kelvin Gastelum,2026-04-11,1541.606784411353,1533.641294893426,1554.2928183660624,0,0,0,0.0
Ken Shamrock,2002-11-22,,,,0,0,0,0.0
Ken Shamrock,2004-06-19,1500.0,,1500.0,0,0,0,0.0
Ken Shamrock,2005-04-09,1500.0,1500.0,1500.0,0,0,0,0.0
Ken Shamrock,2006-07-08,1500.0,1500.0,1500.0,0,0,0,0.0
Ken Shamrock,2006-10-10,1500.0,1500.0,1500.0,0,0,0,0.0
Ken Stone,2011-06-04,,,,0,0,0,0.0
Ken Stone,2011-09-17,1500.0,,1500.0,0,0,0,0.0
Ken Stone,2012-06-22,1500.0,1500.0,1500.0,0,0,0,0.0
Ken Stone,2012-08-11,1493.8666666666668,1490.8,1500.0,0,0,0,0.0
Kendall Grove,2006-06-24,,,,0,0,0,0.0
Kendall Grove,2006-10-10,1500.0,1500.0,,0,0,0,0.0
Kendall Grove,2007-04-07,1500.0,1500.0,,0,0,0,0.0
Kendall Grove,2007-08-25,1500.0,1500.0,,0,0,0,0.0
Kendall Grove,2008-01-19,1500.0,1500.0,1500.0,0,0,0,0.0
Kendall Grove,2008-06-21,1500.0,1500.0,1500.0,0,0,0,0.0
Kendall Grove,2009-03-07,1500.0,1500.0,1500.0,0,0,0,0.0
Kendall Grove,2009-08-08,1500.0,1500.0,1500.0,0,0,0,0.0
Kendall Grove,2009-11-21,1500.0,1500.0,1500.0,0,0,0,0.0
Kendall Grove,2010-04-10,1500.0,1500.0,1500.0,0,0,0,0.0
Kendall Grove,2010-07-03,1500.0,1500.0,1500.0,0,0,0,0.0
Kendall Grove,2010-12-04,1500.0,1500.0,1500.0,0,0,0,0.0
Kendall Grove,2011-05-28,1500.0502164791633,1500.0,1500.120519549992,0,0,0,0.0
Kenichi Yamamoto,1999-11-19,,,,0,0,0,0.0
Kenichi Yamamoto,1999-11-19,1500.0,1500.0,,0,0,0,0.0
Kenichi Yamamoto,2000-12-16,1500.0,1500.0,,0,0,0,0.0
Kennedy Nzechukwu,2019-03-30,,,,0,0,0,0.0
Kennedy Nzechukwu,2019-08-03,1504.5533337793954,,1504.5533337793954,0,0,0,0.0
Kennedy Nzechukwu,2021-03-06,1510.8163663526389,1517.079398925882,1504.5533337793954,0,0,0,0.0
Kennedy Nzechukwu,2021-06-26,1507.2109109017592,1508.539699462941,1504.5533337793954,0,0,0,0.0
Kennedy Nzechukwu,2021-11-13,1508.872625253633,1510.312389078379,1504.5533337793954,0,0,0,0.0
Kennedy Nzechukwu,2022-03-05,1513.990485676425,1510.312389078379,1519.5076305734942,0,0,0,0.0
Kennedy Nzechukwu,2022-07-09,1511.7864150601288,1510.312389078379,1513.260441041879,0,0,0,0.0
Kennedy Nzechukwu,2022-11-19,1510.3707503072944,1508.2034822563564,1513.260441041879,0,0,0,0.0
Kennedy Nzechukwu,2023-05-06,1508.5404643387778,1505.7084783169178,1513.260441041879,0,0,0,0.0
Kennedy Nzechukwu,2023-08-05,1506.920489326277,1503.7505134684768,1513.260441041879,0,0,0,0.0
Kennedy Nzechukwu,2024-03-16,1511.4184640837739,1503.7505134684768,1522.9203900067205,0,0,0,0.0
Kennedy Nzechukwu,2024-10-26,1514.0896633832956,1503.7505134684768,1526.4966432810786,0,0,0,0.0
Kennedy Nzechukwu,2024-12-07,1511.6053898437215,1500.9687802456099,1526.4966432810786,0,0,0,0.0
Kennedy Nzechukwu,2025-07-12,1508.6340255750874,1497.4698895088432,1526.4966432810786,0,0,0,0.0
Kennedy Nzechukwu,2025-12-13,1508.0783798277503,1497.4698895088432,1522.2230335862932,0,0,0,0.0
Kenny Florian,2005-04-09,,,,0,0,0,0.0
Kenny Florian,2005-08-06,1500.0,,1500.0,0,0,0,0.0
Kenny Florian,2005-11-05,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2006-06-24,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2006-10-14,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2007-04-05,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2007-07-07,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2007-09-19,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2008-04-02,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2008-08-09,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2008-11-15,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2009-08-08,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2009-12-12,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2010-03-31,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2010-08-28,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2011-06-11,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Florian,2011-10-08,1500.0,1500.0,1500.0,0,0,0,0.0
Kenny Robertson,2011-02-05,,,,0,0,0,0.0
Kenny Robertson,2012-07-11,1516.0,,1516.0,0,0,0,0.0
Kenny Robertson,2013-02-23,1517.6382013029793,,1517.6382013029793,0,0,0,0.0
Kenny Robertson,2013-06-15,1511.7588008686528,1500.0,1517.6382013029793,0,0,0,0.0
Kenny Robertson,2014-03-23,1509.2944167265794,1500.0,1512.392555635439,0,0,0,0.0
Kenny Robertson,2014-07-05,1510.6088844506498,1507.9333776734657,1512.392555635439,0,0,0,0.0
Kenny Robertson,2015-01-24,1511.8940965977702,1511.395637560101,1512.392555635439,0,0,0,0.0
Kenny Robertson,2015-07-25,1510.194939940946,1508.5467281700758,1512.392555635439,0,0,0,0.0
Kenny Robertson,2016-09-17,1509.372599083533,1508.5467281700758,1510.19846999699,0,0,0,0.0
Kerry Schall,2005-11-05,,,,0,0,0,0.0
Ketlen Souza,2023-06-03,,,,0,0,0,0.0
Ketlen Souza,2024-04-27,1500.0,,1500.0,0,0,0,0.0
Ketlen Souza,2024-09-14,1500.0,1500.0,1500.0,0,0,0,0.0
Ketlen Souza,2025-02-15,1504.5312556292647,1506.7968834438973,1500.0,0,0,0,0.0
Ketlen Souza,2025-08-02,1504.6600132961755,1506.7968834438973,1502.523143148454,0,0,0,0.0
Ketlen Souza,2026-02-07,1503.5236849483367,1506.7968834438973,1501.3415526179633,0,0,0,0.0
Ketlen Souza,2026-06-06,1500.6222645327714,1499.90297644758,1501.3415526179633,0,0,0,0.0
Ketlen Vieira,2016-10-01,,,,0,0,0,0.0
Ketlen Vieira,2017-04-15,1500.0,1500.0,,0,0,0,0.0
Ketlen Vieira,2017-09-09,1498.032030342274,1498.032030342274,,0,0,0,0.0
Ketlen Vieira,2018-03-03,1502.3695265352062,1502.3695265352062,,0,0,0,0.0
Ketlen Vieira,2019-12-14,1505.6647878965343,1505.6647878965343,,0,0,0,0.0
Ketlen Vieira,2020-09-26,1505.2122705891938,1505.6647878965343,1503.402201359832,0,0,0,0.0
Ketlen Vieira,2021-02-20,1506.686259932267,1507.3430716467537,1503.402201359832,0,0,0,0.0
Ketlen Vieira,2021-11-20,1505.8787835173796,1507.3430716467537,1502.218063193944,0,0,0,0.0
Ketlen Vieira,2022-05-21,1505.6762745618835,1506.8290116845299,1502.218063193944,0,0,0,0.0
Ketlen Vieira,2023-01-14,1507.21291067955,1508.6400099611517,1502.218063193944,0,0,0,0.0
Ketlen Vieira,2023-07-22,1511.0518646702724,1508.6400099611517,1516.6795256582197,0,0,0,0.0
Ketlen Vieira,2024-10-05,1510.8082119454134,1508.6064693031105,1516.6795256582197,0,0,0,0.0
Ketlen Vieira,2025-05-31,1509.9075276166288,1508.6064693031105,1512.5096442436648,0,0,0,0.0
Ketlen Vieira,2025-11-01,1512.1317396566726,1511.9637820624534,1512.5096442436648,0,0,0,0.0
Ketlen Vieira,2026-05-16,1514.8158352172393,1511.9637820624534,1519.9495308958528,0,0,0,0.0
Kevin Aguilar,2018-11-30,,,,0,0,0,0.0
Kevin Aguilar,2019-03-30,1501.1527189594422,1501.1527189594422,,0,0,0,0.0
Kevin Aguilar,2019-06-22,1519.864112883572,1519.864112883572,,0,0,0,0.0
Kevin Aguilar,2020-02-22,1517.7636727920606,1519.864112883572,1513.5627926090378,0,0,0,0.0
Kevin Aguilar,2020-06-13,1517.2283239254439,1519.864112883572,1514.5925349673162,0,0,0,0.0
Kevin Aguilar,2021-05-15,1515.6126997908166,1519.864112883572,1512.7784243956467,0,0,0,0.0
Kevin Borjas,2023-11-11,,,,0,0,0,0.0
Kevin Borjas,2024-05-04,1500.0,,1500.0,0,0,0,0.0
Kevin Borjas,2025-03-29,1500.7317085542177,,1500.7317085542177,0,0,0,0.0
Kevin Borjas,2025-08-23,1506.5586803326694,1518.2126238895726,1500.7317085542177,0,0,0,0.0
Kevin Borjas,2026-02-28,1500.1420415689902,1518.2126238895726,1494.118514128796,0,0,0,0.0
Kevin Borjas,2026-06-20,1500.113633255192,1518.2126238895726,1495.588885596597,0,0,0,0.0
Kevin Burns,2008-06-07,,,,0,0,0,0.0
Kevin Burns,2008-07-19,1500.0,1500.0,,0,0,0,0.0
Kevin Burns,2008-12-13,1500.0,1500.0,,0,0,0,0.0
Kevin Burns,2009-06-20,1500.0,1500.0,1500.0,0,0,0,0.0
Kevin Burns,2009-12-12,1500.0,1500.0,1500.0,0,0,0,0.0
Kevin Casey,2013-04-13,,,,0,0,0,0.0
Kevin Casey,2014-07-05,1500.0,,1500.0,0,0,0,0.0
Kevin Casey,2015-07-15,1500.0,,1500.0,0,0,0,0.0
Kevin Casey,2015-12-10,1505.2474697727357,1515.742409318207,1500.0,0,0,0,0.0
Kevin Casey,2016-01-30,1504.2414251147534,1515.742409318207,1500.0,0,0,0,0.0
Kevin Casey,2016-06-04,1508.8913807926417,1515.742409318207,1513.7456017520976,0,0,0,0.0
Kevin Casey,2016-08-27,1507.409483993868,1515.742409318207,1513.7456017520976,0,0,0,0.0
Kevin Christian,2025-11-01,,,,0,0,0,0.0
Kevin Christian,2026-05-02,1480.8925228353637,,1480.8925228353637,0,0,0,0.0
Kevin Croom,2020-09-12,,,,0,0,0,0.0
Kevin Croom,2021-02-27,1544.5016476250426,,,0,0,0,0.0
Kevin Croom,2022-01-15,1523.4962523152121,,1502.490857005382,0,0,0,0.0
Kevin Croom,2022-04-16,1523.2681057967566,,1512.6513348826138,0,0,0,0.0
Kevin Ferguson,2009-12-05,,,,0,0,0,0.0
Kevin Ferguson,2010-05-08,1500.0,1500.0,,0,0,0,0.0
Kevin Holland,2018-08-04,,,,0,0,0,0.0
Kevin Holland,2018-11-24,1549.5896529556153,,1549.5896529556153,0,0,0,0.0
Kevin Holland,2019-03-30,1524.7948264778076,1500.0,1549.5896529556153,0,0,0,0.0
Kevin Holland,2019-06-22,1532.8063114373638,1524.414640678238,1549.5896529556153,0,0,0,0.0
Kevin Holland,2019-10-18,1523.2698253161893,1514.4965494363805,1549.5896529556153,0,0,0,0.0
Kevin Holland,2020-05-16,1518.6158602529515,1514.4965494363805,1524.7948264778076,0,0,0,0.0
Kevin Holland,2020-08-08,1512.0783652487025,1505.7201346341499,1524.7948264778076,0,0,0,0.0
Kevin Holland,2020-09-19,1510.352884498888,1504.5761077073198,1524.7948264778076,0,0,0,0.0
Kevin Holland,2020-10-31,1508.1972853137909,1502.6647715924519,1524.7948264778076,0,0,0,0.0
Kevin Holland,2020-12-12,1507.2864758344808,1502.2840899363873,1524.7948264778076,0,0,0,0.0
Kevin Holland,2021-03-20,1514.7993007226085,1512.3004192838087,1524.7948264778076,0,0,0,0.0
Kevin Holland,2021-04-10,1519.473614421021,1512.3004192838087,1538.6021347869198,0,0,0,0.0
Kevin Holland,2021-10-02,1521.1691515595937,1512.3004192838087,1538.9066161111637,0,0,0,0.0
Kevin Holland,2022-03-05,1519.6266123384,1512.3004192838087,1538.9066161111637,0,0,0,0.0
Kevin Holland,2022-06-18,1520.281614781239,1514.1333334231797,1538.9066161111637,0,0,0,0.0
Kevin Holland,2022-09-10,1521.2768452076011,1516.241007198529,1538.9066161111637,0,0,0,0.0
Kevin Holland,2022-12-03,1523.793217441756,1516.241007198529,1543.4330530797465,0,0,0,0.0
Kevin Holland,2023-04-08,1526.090095782006,1516.241007198529,1546.6675691041228,0,0,0,0.0
Kevin Holland,2023-07-29,1526.6516789450643,1518.055333154759,1546.6675691041228,0,0,0,0.0
Kevin Holland,2023-09-16,1528.1695657195946,1521.1750160302906,1546.6675691041228,0,0,0,0.0
Kevin Holland,2024-03-09,1530.1166825830644,1521.1750160302906,1549.5881882305318,0,0,0,0.0
